"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDD56","OUT049",2855.66815107315
"FDO36","OUT018",2984.96865133596
"FDH16","OUT010",268.546167330677
"FDX10","OUT018",585.383892203241
"FDZ37","OUT017",1447.85438427508
"FDU31","OUT010",638.797564940239
"DRC49","OUT049",2332.70564380201
"FDL15","OUT045",2509.62325830048
"FDN32","OUT019",545.480388844622
"DRH59","OUT027",2018.20111111111
"NCU29","OUT049",2425.86069469996
"FDR37","OUT019",538.743789641434
"FDS14","OUT018",2581.35159474376
"FDU02","OUT027",6185.84711111111
"FDJ08","OUT035",3171.15044945248
"NCZ06","OUT045",4175.95248983793
"FDO31","OUT049",1338.89824178712
"FDH31","OUT018",1664.7270804643
"FDS58","OUT017",2627.88635229961
"NCA53","OUT027",1331.25922222222
"FDF50","OUT046",3253.26809408673
"NCW42","OUT049",3662.33970197109
"NCQ17","OUT045",2568.75480530004
"FDK51","OUT018",4344.04017932545
"NCW41","OUT010",460.836870119522
"NCR29","OUT017",904.590287122208
"FDB08","OUT019",465.814106772908
"FDA40","OUT027",2337.99688888889
"FDL14","OUT018",2593.9911520806
"FDB47","OUT046",3412.56862645642
"FDO03","OUT035",3755.92901147613
"DRK13","OUT019",579.73459123506
"FDX13","OUT010",728.109845418327
"FDF52","OUT046",3010.68202461673
"FDT11","OUT013",3099.94190740254
"FDB08","OUT013",2634.4660281647
"FDQ28","OUT018",2560.5729783618
"FDD29","OUT045",4156.21346224266
"NCQ29","OUT027",7124.81233333333
"NCO02","OUT013",1072.72074450285
"FDR56","OUT010",574.363843824701
"NCM54","OUT049",2060.55380083224
"FDP51","OUT035",1921.46932255804
"FDT38","OUT013",1394.17738856767
"FDZ20","OUT018",4167.1653327201
"FDJ53","OUT013",1983.93347538327
"FDX13","OUT049",4099.28939649584
"FDP58","OUT035",3626.19425260622
"NCK31","OUT019",152.380149800797
"FDA35","OUT018",2026.65860061323
"FDV37","OUT018",3269.15472146299
"NCO07","OUT027",5816.19111111111
"FDA20","OUT045",3081.3280043802
"FDZ59","OUT035",2770.86599868594
"NCY17","OUT017",738.710078887429
"FDQ28","OUT035",2519.45000420499
"FDV35","OUT017",2543.56122641262
"FDQ36","OUT013",580.406367411301
"FDD34","OUT018",2683.20826697328
"FDK51","OUT045",4360.48936898817
"FDV31","OUT035",2889.08632479194
"FDR04","OUT035",1577.58914314498
"FDR14","OUT049",913.420212133158
"DRC36","OUT010",511.403882071713
"FDE39","OUT019",353.861176095618
"FDP57","OUT049",1717.27895159877
"FDE57","OUT046",2322.8788978975
"NCN18","OUT046",1833.33456434516
"NCQ05","OUT018",2468.54305203679
"FDW47","OUT035",1972.9388370127
"FDV46","OUT035",2266.99442093736
"NCP29","OUT045",1033.28545720543
"FDE09","OUT018",1818.01049925537
"NCU06","OUT027",6255.69388888889
"FDT19","OUT010",509.358916334661
"DRF15","OUT017",2504.1259391152
"DRI51","OUT013",2800.90879868594
"NCX54","OUT013",1715.02870245291
"DRE01","OUT013",3973.32150205869
"NCB07","OUT045",3215.99752014893
"FDU50","OUT035",1877.14204625493
"FDG40","OUT035",561.835232282085
"FDW10","OUT018",2889.08632479194
"FDX51","OUT013",3193.53121690758
"NCP17","OUT045",1038.22021410425
"FDP21","OUT035",3088.94726903198
"FDL04","OUT045",1731.47789211564
"FDV23","OUT013",2024.97091375383
"FDF24","OUT046",1335.56563596145
"FDH56","OUT027",3099.22822222222
"FDB51","OUT049",1013.02663521682
"FDI58","OUT027",2589.16
"FDR20","OUT013",772.690814892685
"FDC51","OUT018",2022.80620039422
"FDB16","OUT027",2347.09455555556
"FDE40","OUT049",995.495088874288
"NCM17","OUT035",718.971051292159
"FDU56","OUT035",3048.47239294788
"FDS32","OUT019",413.402696414343
"FDX02","OUT049",3690.21778861148
"FDT39","OUT027",4157.82966666667
"FDE35","OUT017",937.445898554534
"NCI42","OUT019",616.349858167331
"DRL23","OUT046",1740.22228134034
"FDA10","OUT046",2010.2094109505
"FDA11","OUT013",1573.25971642576
"NCM06","OUT046",2545.76870766535
"NCT05","OUT035",4236.77172369689
"NCQ02","OUT010",546.151878884462
"NCY06","OUT049",2133.40726184845
"FDY56","OUT035",3696.2349021901
"FDL02","OUT035",1719.96345935173
"NCI06","OUT035",2933.97616338152
"FDQ14","OUT045",2469.10561432326
"FDQ12","OUT017",3755.36644918966
"FDP36","OUT046",799.44377696014
"FDK21","OUT027",6828.444
"FDO40","OUT045",2431.83504038546
"NCK54","OUT019",344.585816733068
"FDY09","OUT018",2908.30555799387
"NCW30","OUT049",4288.24123815156
"NCC55","OUT027",987.752888888889
"FDE58","OUT018",1929.6939173894
"FDR39","OUT013",3033.71089014455
"FDU28","OUT049",3076.35047958826
"FDH08","OUT017",3750.43169229085
"FDG35","OUT045",2886.40181703898
"FDG22","OUT049",579.324010731494
"FDC34","OUT035",2579.18688138414
"FDP15","OUT018",4193.44126828734
"FDK34","OUT010",702.151037450199
"FDU45","OUT035",1904.02331200175
"FDQ04","OUT027",1082.88911111111
"FDX22","OUT018",3450.92155707403
"FDB45","OUT017",1704.63939426194
"NCH43","OUT027",5910.46711111111
"DRE60","OUT046",3690.73758300482
"FDD17","OUT027",6429.633
"NCM54","OUT017",2093.45218015769
"NCH55","OUT013",2095.65966141043
"NCT06","OUT017",2717.14623508541
"FDA48","OUT027",6030.03255555556
"FDY58","OUT027",6214.00033333333
"FDO25","OUT045",3476.15790385458
"FDN50","OUT045",1561.22548926851
"FDH35","OUT035",2713.33660275953
"FDK09","OUT045",3741.12474077968
"FDO16","OUT013",1354.17953898379
"FDW11","OUT045",1048.13249579501
"FDU47","OUT027",3821.559
"NCQ42","OUT010",377.288847808765
"FDK55","OUT027",2425.96822222222
"FDN08","OUT049",1912.16237104687
"FDT57","OUT045",3910.38032273325
"FDJ12","OUT018",3413.69375102935
"DRL59","OUT017",859.137886246167
"NCN53","OUT046",577.159297371879
"FDO51","OUT010",128.759534661355
"FDK56","OUT017",3098.85955072273
"FDY12","OUT035",860.305778712221
"FDU15","OUT035",597.980681646956
"FDQ19","OUT046",3994.70544862024
"DRF15","OUT045",2535.37939947438
"DRE25","OUT019",270.097338645418
"FDK57","OUT018",1959.82225317565
"FDD33","OUT010",679.302196015936
"FDR34","OUT027",6223.95822222222
"FDU04","OUT045",1994.32278357424
"FDE35","OUT019",177.37424063745
"NCD31","OUT035",2677.14838550153
"FDJ56","OUT035",1646.07040954884
"NCU53","OUT046",2707.27672128778
"FDD39","OUT035",3536.32903964082
"NCU17","OUT019",303.980901992032
"FDJ20","OUT046",2027.17839500657
"NCW41","OUT018",2581.8713891371
"FDL52","OUT035",625.901536180464
"FDS39","OUT035",2323.96125457731
"DRJ47","OUT045",2860.64567586509
"FDP13","OUT010",118.018039840637
"DRK39","OUT010",241.692430278884
"FDF28","OUT010",370.066078087649
"FDB09","OUT045",2064.44896894437
"FDM51","OUT046",1644.38272268944
"DRM49","OUT018",741.999916819974
"DRF23","OUT013",2897.35368751643
"DRH01","OUT035",2840.34408598336
"FDH12","OUT027",2916.26222222222
"FDA28","OUT019",366.053558565737
"FDW37","OUT018",1486.16454699956
"FDF02","OUT046",1707.40943780114
"DRL37","OUT046",713.5165
"NCF43","OUT046",2328.33344918966
"FDH08","OUT010",669.147155378486
"FDR34","OUT019",672.766164143426
"NCK19","OUT049",3208.37825549715
"NCD55","OUT018",701.482272842751
"FDT27","OUT049",3845.18889426194
"FDQ57","OUT045",2417.63609986859
"FDA47","OUT035",2671.69383420937
"DRG15","OUT027",1716.45911111111
"FDE05","OUT018",2395.16979662724
"FDN46","OUT046",1655.33459316689
"FDX27","OUT027",2521.96466666667
"FDT51","OUT045",1816.88537468244
"FDU33","OUT013",735.940035348226
"FDJ16","OUT027",1617.66966666667
"FDD20","OUT019",359.216675697211
"FDT36","OUT049",550.84059391152
"DRF15","OUT027",4146.87
"FDN52","OUT010",258.391126693227
"FDC22","OUT027",5207.12111111111
"FDX15","OUT045",2642.69062299606
"FDT13","OUT013",3077.99539855453
"FDU04","OUT017",1992.67786460797
"FDU31","OUT019",634.399158565737
"FDW59","OUT027",2326.31855555556
"NCO29","OUT046",2716.62644069207
"FDL15","OUT035",2506.33342036794
"FDI41","OUT049",2392.39975308804
"FDQ48","OUT049",1624.72923088042
"DRI39","OUT013",914.459800919842
"FDI08","OUT013",4127.25301892247
"FDC21","OUT049",1809.82867231713
"FDF58","OUT035",1025.62342466053
"FDS08","OUT010",522.052717131474
"FDE47","OUT045",2024.97091375383
"NCP18","OUT019",447.085692430279
"NCR41","OUT013",1592.43618173456
"FDA27","OUT013",4182.4893978099
"FDA43","OUT035",3192.44886022777
"FDA49","OUT045",1424.82551874726
"NCE55","OUT018",2930.20929894875
"DRM49","OUT027",1249.73411111111
"FDF22","OUT027",5831.59344444444
"FDQ15","OUT018",1326.25868445028
"NCS54","OUT017",2877.57189202803
"NCY05","OUT013",598.543243933421
"FDR45","OUT046",3941.5910151993
"FDK57","OUT049",1994.36555146737
"FDF41","OUT010",728.217752988048
"FDV21","OUT046",2067.17624459045
"FDD51","OUT046",744.727192466053
"FDF33","OUT046",1803.8115587385
"FDA38","OUT046",3924.01670096364
"FDR56","OUT045",3222.01463372755
"NCN41","OUT017",2001.42225383268
"FDC60","OUT027",2394.23255555556
"FDB47","OUT045",3420.79322128778
"DRH01","OUT013",2886.40181703898
"FDW08","OUT046",1725.98057293035
"FDF38","OUT027",1064.76455555556
"FDY32","OUT017",2679.91842904074
"FDG34","OUT049",1801.60407748576
"FDG47","OUT019",766.276283665339
"NCF18","OUT035",3122.88523714411
"FDL39","OUT019",531.713963346613
"NCH55","OUT035",2070.98587691634
"DRJ35","OUT049",999.910051379763
"FDS44","OUT035",3930.59637682873
"DRE01","OUT018",3965.09690722733
"FDY39","OUT013",3032.58576557162
"FDY32","OUT018",2661.82432041174
"FDR33","OUT027",3025.94055555556
"NCP50","OUT049",1333.40092260184
"FDZ47","OUT018",1621.95918734122
"FDU57","OUT049",2504.73126929479
"FDY44","OUT013",3197.90341151993
"DRH59","OUT018",1214.57526631625
"FDB03","OUT027",6540.24233333333
"FDY46","OUT045",3074.18576622865
"FDM39","OUT045",2916.44461703898
"FDY36","OUT035",1231.02445597897
"NCM55","OUT035",3031.46064099869
"FDJ50","OUT010",154.525399203187
"DRL60","OUT013",2481.65963587385
"NCJ54","OUT049",3820.55787766097
"FDX59","OUT017",556.900475383268
"FDI07","OUT013",3274.0894783618
"DRF51","OUT010",116.266301195219
"FDM14","OUT017",1804.89391541831
"FDP21","OUT045",3092.23710696452
"FDE40","OUT035",1036.6180630311
"FDE05","OUT035",2416.55374318879
"FDM13","OUT027",3616.81522222222
"FDC34","OUT027",4268.36822222222
"NCI55","OUT018",2020.6414870346
"NCE43","OUT018",2777.36013876478
"FDW58","OUT018",1761.08643350854
"FDG60","OUT045",3859.99316495839
"FDV31","OUT017",2900.60075755585
"FDR47","OUT013",3195.73869816032
"FDM60","OUT019",119.090664541833
"NCF06","OUT018",4252.05302089356
"NCN26","OUT027",3187.19955555556
"FDQ59","OUT049",1409.54422155059
"FDF09","OUT046",601.790313972843
"NCS06","OUT017",4355.59737998248
"FDT44","OUT046",1940.1259934735
"FDI19","OUT017",4017.73431414805
"FDT22","OUT017",985.668342969777
"NCF54","OUT027",4650.70433333333
"DRG25","OUT045",3058.29913885239
"FDB59","OUT017",3245.56329364871
"FDQ37","OUT017",3201.79857963206
"FDP56","OUT035",789.054468769163
"FDW44","OUT035",2826.70770775296
"FDJ26","OUT010",630.795397609562
"FDU43","OUT018",3905.96536022777
"FDW33","OUT045",1725.98057293035
"NCX53","OUT027",3898.64144444444
"FDN56","OUT010",428.928484462151
"DRF15","OUT049",2505.77085808147
"FDO33","OUT017",1882.63936544021
"FDZ39","OUT010",304.366788844622
"NCJ19","OUT017",910.607400700832
"FDU01","OUT035",3038.04031686378
"FDT12","OUT035",3686.36538839247
"NCM18","OUT018",1020.16887336837
"FDP19","OUT017",2119.72811572492
"NCR42","OUT049",544.303685939553
"FDN10","OUT046",1951.07786395094
"FDG44","OUT017",900.260860402979
"FDQ10","OUT046",2821.73018296102
"DRH13","OUT049",1735.85008672799
"FDT52","OUT013",4030.28833569864
"FDM56","OUT045",1822.42546176084
"NCO43","OUT010",297.630189641434
"NCV29","OUT035",2915.92482264564
"NCF06","OUT013",4280.01664332019
"FDO50","OUT035",1503.13353105563
"FDT59","OUT013",3779.47767139728
"FDX40","OUT027",999.502
"FDE50","OUT017",3065.39860911082
"FDX51","OUT017",3239.58894796321
"NCD30","OUT018",1621.43939294788
"FDK15","OUT013",1653.21264770039
"FDL12","OUT045",1007.05228953132
"FDK46","OUT017",4267.93964826982
"DRH49","OUT010",236.514626294821
"FDQ57","OUT046",2415.99118090232
"FDY59","OUT017",1537.11426706088
"FDO09","OUT018",4304.60489202803
"NCG30","OUT035",2079.25323964082
"FDM09","OUT017",2774.6328631187
"NCN17","OUT027",2750.419
"NCS42","OUT013",1479.02230884801
"FDD02","OUT019",343.112057370518
"FDE34","OUT013",2999.73015413929
"FDU38","OUT045",3168.94296819974
"FDB33","OUT046",2591.17834064827
"NCJ29","OUT017",1428.15812457293
"FDZ27","OUT035",791.781744415243
"FDI40","OUT013",1640.57309036356
"FDG22","OUT013",622.091903854577
"FDT51","OUT017",1821.82013158125
"FDF20","OUT018",3266.42744581691
"FDV50","OUT035",2009.64684866404
"FDT02","OUT049",595.253406000876
"DRC49","OUT017",2378.76337485764
"FDF26","OUT049",2500.27353889619
"FDV52","OUT035",1951.64042623741
"FDX59","OUT049",579.929340911082
"FDV25","OUT035",3652.47018817346
"FDW23","OUT027",1051.22422222222
"FDE53","OUT018",1772.03830398598
"FDA19","OUT017",2140.02970560666
"FDH22","OUT046",2073.71315256242
"NCO41","OUT013",1609.3623978975
"FDX12","OUT017",3969.51186973281
"FDF17","OUT013",3239.02638567674
"FDS11","OUT045",3656.79961489268
"FDR51","OUT035",2468.54305203679
"FDT49","OUT010",311.489274900398
"FDC56","OUT013",1977.91636180464
"FDR13","OUT027",3170.006
"FDQ60","OUT035",1980.64363745072
"FDN38","OUT049",4091.58459605782
"NCL29","OUT013",2596.67565983355
"FDO13","OUT027",4465.87633333333
"FDE26","OUT018",2366.68637980727
"FDA31","OUT010",506.71987250996
"FDX14","OUT035",1239.20628291721
"FDA34","OUT045",2863.93551379763
"FDF26","OUT013",2518.36764752519
"FDE38","OUT045",2740.17510061323
"DRI11","OUT046",1868.3548891371
"FDQ60","OUT027",3226.10011111111
"FDL21","OUT027",1071.14
"DRC12","OUT027",5227.17844444444
"FDC47","OUT046",3749.9118978975
"FDE57","OUT045",2303.13987030223
"FDT14","OUT045",1979.56128077092
"NCZ53","OUT046",3119.11837271134
"FDE28","OUT018",3786.05734726237
"FDR19","OUT035",2372.14093109943
"NCF54","OUT019",509.4592
"FDZ08","OUT046",1335.00307367499
"NCJ05","OUT018",2537.58688072711
"FDF59","OUT046",2090.72490451161
"NCO05","OUT035",1652.13029102059
"FDW24","OUT018",814.290815549715
"NCX42","OUT018",2733.0756303548
"NCA53","OUT035",792.906868988174
"FDI45","OUT019",519.027786454183
"FDG46","OUT046",1857.96558094612
"FDM20","OUT010",713.463738645418
"FDW11","OUT010",180.684774501992
"FDX08","OUT035",2948.2178717915
"NCK17","OUT035",668.626661410425
"FDK32","OUT018",2493.17406863776
"NCA42","OUT035",2622.99436329391
"DRI01","OUT035",2808.57083123084
"NCL55","OUT049",4178.15997109067
"DRE25","OUT018",1553.00089443714
"FDD14","OUT017",3018.86385155497
"FDB10","OUT046",3874.75466776172
"DRN11","OUT035",2385.86284511608
"FDP38","OUT018",837.276913184406
"NCA30","OUT017",3103.75153972843
"FDT15","OUT017",3038.0830847569
"NCP55","OUT018",938.613791020587
"FDF12","OUT035",2442.82967875602
"FDM21","OUT018",4215.34500924222
"FDX56","OUT035",3386.29269088918
"FDF10","OUT017",2392.39975308804
"FDT32","OUT045",3119.11837271134
"FDM51","OUT018",1665.76666925099
"NCR50","OUT018",2540.31415637319
"FDI19","OUT049",3988.12577275515
"FDX21","OUT017",1774.72281173894
"FDR31","OUT035",2390.23503972843
"FDY02","OUT013",4296.38029719667
"NCA29","OUT045",2806.40611787122
"NCX17","OUT046",3811.77072054314
"FDM12","OUT045",3130.63280547525
"FDI53","OUT027",4367.08688888889
"NCU30","OUT049",2699.65745663601
"FDC56","OUT027",3295.08666666667
"FDK27","OUT018",2024.49388725361
"NCK18","OUT017",2737.44782496715
"FDB52","OUT019",755.256809561753
"DRG25","OUT027",5126.59777777778
"FDZ13","OUT049",854.288665133596
"FDB57","OUT019",655.588921115538
"FDR40","OUT046",1358.07470709593
"NCO14","OUT019",131.09772749004
"NCN19","OUT045",3137.73227573368
"FDQ28","OUT019",454.694349003984
"FDO13","OUT018",2711.69168379325
"FDK48","OUT013",1270.45974327639
"FDU07","OUT018",2509.10346390714
"FDW20","OUT046",2029.38587625931
"FDV12","OUT010",289.527738645418
"FDH24","OUT013",2602.7355413053
"FDV59","OUT049",3553.29802369689
"FDK57","OUT045",1976.27144283837
"FDL16","OUT027",1238.77444444444
"NCQ17","OUT046",2557.24037253614
"FDJ15","OUT018",3045.7451173018
"FDX24","OUT049",1538.75918602716
"FDT47","OUT046",1584.16881901007
"FDT10","OUT049",1001.03517595269
"FDZ37","OUT018",1442.91962737626
"FDW43","OUT027",6247.598
"DRN36","OUT017",1572.13459185283
"FDJ14","OUT045",1325.73889005694
"FDA32","OUT013",3576.36965711783
"FDJ38","OUT019",557.286884462151
"FDQ57","OUT017",2414.34626193605
"NCQ41","OUT019",567.627244621514
"FDG56","OUT049",986.188137363119
"DRC13","OUT027",3374.82055555556
"FDV55","OUT035",2377.63825028471
"FDQ49","OUT045",2588.49383289531
"FDE29","OUT010",177.366616733068
"FDR03","OUT013",3385.21033420937
"FDD45","OUT049",1528.8469043364
"FDN38","OUT010",732.307684462151
"FDT56","OUT046",956.102569469996
"FDT48","OUT045",3289.97610573806
"FDU03","OUT049",2974.49380735874
"FDC56","OUT010",348.77603187251
"NCO43","OUT027",2703.21022222222
"FDQ27","OUT017",1672.86613950942
"FDR03","OUT046",3388.50017214192
"DRH23","OUT010",158.815898007968
"FDG22","OUT045",627.026660753395
"NCJ42","OUT013",1707.9720000876
"FDR24","OUT046",1490.01694721857
"FDW60","OUT035",2895.66600065703
"FDJ08","OUT013",3126.73763736312
"DRL59","OUT018",859.137886246167
"FDG60","OUT010",682.520070119522
"FDW27","OUT017",2564.94517297416
"FDX14","OUT018",1268.81482431012
"FDC20","OUT013",921.602039071397
"NCS29","OUT018",4337.46050346036
"FDJ56","OUT046",1652.65008541393
"FDB20","OUT019",226.07398247012
"FDL28","OUT027",6224.81844444444
"FDW01","OUT018",2496.4639065703
"FDL03","OUT046",3250.54081844065
"FDX22","OUT049",3441.05204327639
"FDJ21","OUT035",2378.72060696452
"FDR31","OUT045",2428.06817595269
"FDG21","OUT035",2492.13447985107
"FDS22","OUT027",1160.83177777778
"FDK08","OUT035",1635.07577117827
"FDE17","OUT018",2495.94411217696
"NCN30","OUT017",1576.50678646518
"FDT50","OUT046",1600.09821427946
"NCX42","OUT049",2691.95265619799
"FDJ12","OUT035",3418.62850792816
"NCA18","OUT027",3197.22822222222
"FDP23","OUT019",637.524372908367
"FDX12","OUT013",3971.15678869908
"FDN40","OUT018",2513.43289062637
"FDV48","OUT035",1280.80628357424
"NCY54","OUT013",2828.30985882611
"FDL16","OUT010",134.902055776892
"FDR45","OUT018",3948.17069106439
"FDJ52","OUT046",2649.27029886115
"DRG01","OUT017",1269.33461870346
"FDP52","OUT013",3803.06909921156
"FDU58","OUT017",3069.25100932983
"FDL02","OUT045",1736.41264901445
"FDG28","OUT013",4015.48406500219
"FDA19","OUT035",2118.64575904512
"FDW46","OUT027",1808.87311111111
"NCD43","OUT049",1697.49715611038
"DRG39","OUT013",852.038415987735
"NCF55","OUT049",585.383892203241
"FDJ07","OUT046",1941.25111804643
"FDE08","OUT046",2468.58581992992
"FDP56","OUT019",145.64355059761
"FDT45","OUT045",876.669432588699
"FDF17","OUT018",3207.77292531756
"FDX44","OUT046",1442.87685948314
"FDM28","OUT027",4896.35222222222
"FDI36","OUT049",3255.99536973281
"FDS07","OUT045",1895.79871717039
"FDD36","OUT045",1936.27359325449
"FDW11","OUT046",995.495088874288
"FDN40","OUT049",2541.396513053
"NCQ18","OUT049",1609.88219229085
"NCQ54","OUT017",2739.56977043364
"NCS42","OUT045",1505.34101230837
"DRH39","OUT010",222.462597609562
"FDC09","OUT027",2823.84822222222
"FDT08","OUT010",442.201115537849
"FDC08","OUT035",3705.54185370127
"FDT20","OUT017",613.824541130092
"FDS35","OUT035",1054.10684148051
"FDX58","OUT018",2998.60502956636
"FDW58","OUT046",1742.99232487954
"DRD27","OUT046",1633.47362010512
"FDH32","OUT019",286.309864541833
"FDS26","OUT035",4322.17920626369
"FDQ31","OUT046",1429.19771335961
"FDP11","OUT018",3612.5151064827
"FDD58","OUT017",1636.2008957512
"FDM33","OUT045",3592.17074870784
"FDZ16","OUT049",3219.89268826106
"NCS29","OUT010",776.138097211155
"NCM18","OUT019",175.993141035857
"FDP11","OUT049",3610.87018751643
"NCC42","OUT017",2325.64894143671
"DRM23","OUT046",2841.46921055629
"NCN55","OUT027",6515.74233333333
"FDK46","OUT013",4246.55570170828
"FDR01","OUT046",3269.67451585633
"NCA05","OUT045",2471.87565786246
"NCP43","OUT017",2929.0414064827
"FDR12","OUT010",499.589762549801
"FDQ01","OUT013",4217.59525838809
"FDM13","OUT046",2159.16340302234
"FDQ19","OUT017",3996.35036758651
"FDK56","OUT019",545.665708366534
"NCX06","OUT010",535.718858964143
"FDO56","OUT027",3236.19955555556
"FDU45","OUT045",1853.03082404731
"FDI16","OUT019",161.169338645418
"FDL32","OUT046",1859.65326780552
"FDA07","OUT046",2031.59335751205
"FDA14","OUT045",2420.92593780114
"FDV46","OUT027",3808.87888888889
"NCO07","OUT035",3501.30871484888
"NCP41","OUT046",1741.30463802015
"FDY60","OUT018",2334.35056276829
"FDN38","OUT017",4129.41773228209
"FDO15","OUT046",1232.10681265878
"FDT60","OUT013",2012.37412431012
"FDA55","OUT035",3691.34291318441
"FDE02","OUT010",277.914186454183
"DRJ39","OUT049",3636.06376640385
"FDV34","OUT035",1227.17205575997
"FDS20","OUT027",5017.85044444444
"FDF02","OUT027",2801.13944444444
"FDW40","OUT017",2358.50455286903
"NCB43","OUT046",3074.18576622865
"FDR58","OUT017",1494.3463739378
"DRJ59","OUT035",658.237353219448
"NCD30","OUT017",1628.01906881297
"FDE14","OUT017",1609.88219229085
"FDC28","OUT018",1776.93029299168
"FDU16","OUT018",1386.51535602278
"NCD19","OUT035",920.51968239159
"FDU21","OUT046",589.798854708717
"FDV59","OUT027",5915.84077777778
"FDU03","OUT045",2995.87775392028
"FDC33","OUT010",582.280975298805
"NCR42","OUT035",573.912227332457
"DRH59","OUT035",1237.60413184406
"NCM31","OUT035",2344.26284445905
"FDS50","OUT035",3656.84238278581
"FDP39","OUT046",862.470492071835
"FDQ55","OUT013",1920.99229605782
"FDV36","OUT019",365.366820717131
"FDI05","OUT027",2091.63033333333
"FDS45","OUT027",2919.91544444444
"FDA39","OUT045",636.290844371441
"FDC37","OUT010",317.546760159363
"FDJ60","OUT027",4530.27866666667
"DRQ35","OUT046",2018.95380017521
"NCJ06","OUT046",1973.54416719229
"NCY42","OUT018",2379.32593714411
"DRM37","OUT049",3230.23922855891
"FDR14","OUT045",854.20312934735
"FDE51","OUT049",725.550727157249
"FDT33","OUT017",2740.69489500657
"FDR08","OUT013",1853.63615422689
"FDE36","OUT010",477.921453386454
"FDL22","OUT019",264.633931474104
"FDR44","OUT013",2164.66072220762
"FDI56","OUT019",262.481058167331
"FDE47","OUT010",370.94575936255
"FDV27","OUT010",262.295738645418
"FDV10","OUT049",686.115439859833
"FDC40","OUT045",1289.59344069207
"NCX41","OUT013",3467.89054113009
"NCQ38","OUT027",2859.09555555556
"FDV12","OUT027",2736.87866666667
"FDE52","OUT017",1450.01909763469
"FDG20","OUT027",4815.68733333333
"FDV16","OUT027",929.796777777778
"FDI32","OUT017",1881.51424086728
"FDJ32","OUT049",1015.79667875602
"FDN39","OUT018",2792.76973964082
"FDY34","OUT017",2751.68953337714
"FDC14","OUT035",678.453407314936
"FDA55","OUT017",3697.9225890495
"FDZ50","OUT010",533.558361752988
"DRG13","OUT049",2718.27135965834
"FDP01","OUT013",2519.49277209812
"NCG54","OUT017",2840.94941616294
"FDM13","OUT045",2172.32275475252
"NCO18","OUT027",4866.47855555556
"NCW41","OUT013",2573.64679430574
"FDM52","OUT027",4031.818
"NCF55","OUT035",575.514378405607
"FDT09","OUT046",2161.89067866842
"NCM19","OUT035",1821.25756929479
"FDW12","OUT018",2417.11630547525
"FDP15","OUT019",751.637800796813
"FDK36","OUT045",794.551787954446
"FDZ25","OUT035",2825.62535107315
"NCW06","OUT049",3181.53975764345
"FDW60","OUT046",2935.14405584757
"DRC49","OUT013",2388.63288865528
"NCT17","OUT035",3119.11837271134
"NCN06","OUT018",2710.60932711345
"FDC45","OUT013",2809.69595580377
"DRJ47","OUT019",502.614693227092
"NCF06","OUT045",4253.69793985983
"FDE21","OUT010",343.513192031873
"DRG27","OUT013",668.06409912396
"FDW40","OUT049",2330.5409304424
"NCO53","OUT046",3042.45527936925
"FDE23","OUT049",733.732554095488
"FDQ16","OUT046",1787.88216346912
"FDS26","OUT045",4274.47655624179
"FDZ13","OUT010",140.851633466135
"FDS14","OUT049",2571.48208094612
"FDC10","OUT045",1957.61477192291
"FDY16","OUT049",3043.53763604906
"FDJ20","OUT035",2068.30136916338
"FDV43","OUT035",700.876942663163
"FDZ32","OUT027",2885.45755555556
"FDR23","OUT046",2877.57189202803
"FDN24","OUT035",868.444837757337
"FDE34","OUT027",4983.39255555556
"FDU31","OUT013",3588.40388427508
"FDW33","OUT018",1765.45862812089
"FDU26","OUT046",1930.77627406921
"FDE20","OUT027",4621.76166666667
"NCW05","OUT035",1743.51211927289
"FDB22","OUT018",2496.98370096364
"FDO56","OUT046",1911.08001436706
"FDA19","OUT027",3533.42811111111
"DRI39","OUT045",921.039476784932
"FDH52","OUT018",988.915413009198
"FDZ50","OUT035",3007.91198107753
"NCN42","OUT035",2425.29813241349
"FDB53","OUT013",2443.34947314936
"DRG11","OUT017",1795.58696390714
"DRK11","OUT027",4054.456
"FDQ60","OUT017",2011.8970978099
"FDT36","OUT017",559.065188742882
"DRG25","OUT018",3050.07454402103
"DRJ23","OUT046",3133.36008112133
"FDG05","OUT035",2603.29810359177
"NCK06","OUT018",1993.24042689444
"FDU52","OUT017",2542.43610183968
"FDW07","OUT018",1448.37417866842
"NCM17","OUT045",737.065159921156
"FDA22","OUT045",2773.59327433202
"NCA41","OUT018",3194.69910937363
"FDF38","OUT035",684.513288786684
"FDH52","OUT046",1021.81379233465
"FDY58","OUT019",663.776407968128
"FDZ16","OUT045",3216.60285032852
"NCM18","OUT017",1015.23411646956
"FDA22","OUT018",2742.33981397284
"NCJ43","OUT035",2900.64352544897
"FDI34","OUT027",6279.26288888889
"FDG56","OUT046",1004.28224599212
"FDS34","OUT046",1902.37839303548
"DRC01","OUT035",828.532523959702
"FDQ04","OUT035",647.762509242225
"FDK04","OUT035",953.375293823916
"FDT51","OUT049",1810.30569881735
"FDV26","OUT017",3230.28199645204
"FDS04","OUT049",2324.00402247043
"FDW43","OUT018",3753.76429811651
"FDQ28","OUT010",451.762078087649
"NCK06","OUT017",1993.24042689444
"FDS23","OUT018",2140.02970560666
"FDZ36","OUT019",550.750852589641
"FDE56","OUT018",1023.45871130092
"FDW10","OUT027",4764.89611111111
